plec,wynagrodzenie_brutto,rok_rozpoczecia,rok_zakonczenia,suma_wplaconych_skladek,emerytura_nominalna,zadowolony
k,5527,2024,2058,3987,5533.26,False
m,4756,2029,2060,92463,5884.61,False
m,10150,2024,2062,4763,6257.17,False
m,7971,2026,2054,1588,4889.78,False
k,14394,2024,2054,23579,4889.78,False
k,10362,2038,2063,18385,6451.77,False
m,10212,2026,2061,47091,6068.21,False
m,9111,2027,2057,25273,5365.22,False
m,6971,2032,2057,1529,5365.22,False
k,8783,2029,2061,11147,6068.21,False
k,20201,2029,2048,38163,4056.92,False
k,7335,2024,2059,15096,5706.34,False
m,5482,2029,2061,37541,6068.21,False
m,18112,2026,2053,5929,6737.774927813988,False
m,16541,2026,2058,30907,7369.2770812415865,True
m,21057,2030,2062,2400,8956.175887769918,True
m,22480,2027,2051,28019,6802.1192219174445,False
m,4990,2026,2062,169773,6257.17,False
m,6126,2025,2055,12602,5043.61,False
m,7985,2029,2056,43981,5202.08,False
m,4843,2029,2061,31394,6068.21,False
m,8303,2027,2056,2580,5202.08,False
k,44272,2027,2051,100532,9794.837832455338,True
m,7347,2028,2063,25190,6451.77,False
k,9664,2027,2058,33214,5533.26,False
k,12281,2024,2055,724,5043.61,False
m,18140,2032,2057,33568,5403.898487265431,False
m,7572,2031,2052,11934,4595.52,False
m,6612,2025,2054,26453,4889.78,False
k,17837,2025,2060,10054,5884.61,False
m,4751,2033,2055,54247,5043.61,False
m,16910,2029,2057,9500,6306.098441739668,False
k,12221,2027,2058,3599,5533.26,False
m,7791,2026,2048,10990,4056.92,False
m,12836,2024,2056,46434,6226.1420055554045,False
k,9459,2026,2043,13978,3468.11,False
m,10245,2028,2057,11465,5365.22,False
m,13102,2032,2062,54109,6257.17,False
m,4537,2030,2054,27231,4889.78,False
m,21963,2024,2061,17389,13069.530606310138,True
k,23186,2024,2062,49566,6880.632797161208,True
k,7984,2027,2045,44154,3693.12,False
m,21777,2024,2062,10435,13513.064977302389,True
k,19072,2026,2062,54094,8890.05775407286,True
k,12379,2028,2050,29377,4318.21,False
k,13652,2026,2060,31435,5884.61,False
k,9042,2026,2063,24778,6451.77,False
k,11223,2030,2050,35041,4318.21,False
m,20137,2025,2061,51066,10821.732333831707,True
k,27512,2027,2058,10455,10064.541212275255,True
m,20259,2025,2056,26247,9197.998116064407,True
k,15663,2028,2060,72631,5978.024205991281,False
m,10943,2024,2062,127333,6517.528370366239,False
k,22703,2025,2058,48381,9427.710751952663,True
m,12394,2029,2053,75026,4740.46,False
k,15540,2026,2061,20570,6937.015258367758,True
m,5883,2025,2063,35229,6451.77,False
m,8403,2029,2055,12378,5043.61,False
m,12292,2026,2060,51449,6245.344442456821,False
k,11014,2024,2061,83204,6068.21,False
k,12447,2027,2063,16084,6451.77,False
m,18970,2033,2060,68236,6483.867283020113,False
k,11059,2029,2052,41822,4595.52,False
k,31100,2036,2051,731,4454.84,False
m,5667,2024,2060,22051,5884.61,False
m,9255,2024,2059,1724,5706.34,False
m,11302,2024,2039,19527,3056.07,False
k,10277,2026,2046,26705,3810.78,False
m,8892,2029,2054,27848,4889.78,False
k,31018,2029,2057,59449,9606.306744780424,True
k,17371,2030,2063,7885,6451.77,False
k,7949,2031,2060,18452,5884.61,False
k,10651,2027,2063,92436,6451.77,False
m,10648,2025,2057,15410,5365.22,False
m,10954,2024,2063,27377,7108.136670251054,True
k,16632,2024,2061,2221,8365.580722400584,True
m,7497,2027,2059,24683,5706.34,False
k,20553,2036,2055,8893,5043.61,False
m,5363,2041,2061,60122,6068.21,False
m,7484,2024,2062,5499,6257.17,False
k,14738,2025,2058,102212,5533.26,False
k,13654,2028,2063,47065,6451.77,False
m,33720,2026,2055,74927,12225.93463557385,True
k,13280,2027,2063,62977,6451.77,False
m,5395,2028,2063,26600,6451.77,False
m,19885,2026,2057,15789,8865.158742206668,True
m,22550,2029,2061,615,10120.053455957725,True
m,10130,2026,2057,28857,5365.22,False
m,8132,2030,2061,29028,6068.21,False
m,9117,2033,2063,8272,6451.77,False
m,9304,2024,2058,28032,5533.26,False
k,18804,2029,2060,39114,6785.546237106917,False
m,5278,2024,2054,9556,4889.78,False
m,8621,2027,2046,13857,3810.78,False
m,6814,2031,2056,7306,5202.08,False
m,7897,2027,2063,59749,6451.77,False
m,34551,2027,2057,20643,13043.92102845688,True
k,28539,2028,2063,3506,12371.556826851987,True
k,4757,2024,2052,12854,4595.52,False
k,11759,2024,2060,66985,5884.61,False
m,26547,2031,2059,47246,9694.070183134185,True
k,6767,2028,2059,7346,5706.34,False
m,5687,2024,2063,12030,6451.77,False
k,21460,2033,2061,10182,6068.21,False
k,18938,2027,2051,31350,4454.84,False
k,4539,2028,2063,20583,6451.77,False
m,10169,2027,2054,22204,4889.78,False
m,31383,2026,2059,86599,13935.630399069767,True
m,5363,2030,2049,24768,4185.61,False
m,6716,2024,2063,21278,6451.77,False
m,8511,2034,2063,128790,6451.77,False
k,15271,2026,2063,3867,6451.77,False
k,13002,2024,2050,9124,4318.21,False
m,6083,2030,2063,84396,6451.77,False
k,7029,2027,2054,2863,4889.78,False
k,16699,2028,2047,14849,3932.04,False
m,5053,2024,2054,10544,4889.78,False
m,7133,2031,2059,10809,5706.34,False
k,11424,2028,2057,43321,5365.22,False
k,10281,2024,2060,4947,5884.61,False
m,8595,2024,2057,22925,5365.22,False
m,8852,2026,2058,33025,5533.26,False
m,32335,2024,2054,21282,13031.872720302283,True
m,5029,2024,2056,41430,5202.08,False
m,17517,2029,2058,27162,6548.773323149031,False
k,16871,2028,2048,74341,4056.92,False
m,9857,2027,2061,39727,6068.21,False
k,6355,2026,2055,39009,5043.61,False
m,5601,2033,2057,24558,5365.22,False
k,10935,2024,2060,50174,5884.61,False
k,6183,2025,2061,95067,6068.21,False
k,8590,2029,2056,60933,5202.08,False
m,5427,2032,2063,5135,6451.77,False
m,6614,2027,2052,7690,4595.52,False
k,22172,2024,2063,109823,12059.879676216045,True
k,5203,2024,2063,16770,6451.77,False
k,7158,2025,2063,4053,6451.77,False
k,9497,2029,2057,31304,5365.22,False
m,22192,2029,2060,13412,9516.228218597362,True
k,12625,2027,2062,16590,6257.17,False
k,19469,2027,2058,29167,7189.207730100773,True
m,6911,2024,2058,36815,5533.26,False
m,16798,2030,2063,12372,7819.8910922571395,True
k,20359,2025,2063,39827,10481.624938904019,True
m,12220,2024,2063,33204,7929.6540177531415,True
m,15223,2027,2059,2963,6684.081724298077,False
m,7863,2034,2061,61169,6068.21,False
m,40857,2024,2047,2809,9890.632061141392,True
m,17995,2024,2053,42960,7331.8455324006145,True
m,14998,2026,2059,33987,7297.706290604217,True
m,32232,2026,2062,25210,16938.02138839384,True
k,11777,2024,2059,14559,5706.34,False
k,11124,2027,2057,21674,5365.22,False
k,22402,2024,2061,22462,11196.422999727678,True
k,12546,2024,2058,7311,5533.26,False
k,13618,2025,2049,5387,4185.61,False
m,16892,2033,2052,27165,4595.52,False
m,12943,2032,2063,48205,6451.77,False
k,14925,2026,2051,23661,4454.84,False
k,4695,2024,2059,6883,5706.34,False
m,16891,2027,2060,13624,7751.0765060183085,True
m,12914,2031,2060,844,5884.61,False
m,24977,2030,2056,14573,8358.422326231454,True
m,10894,2024,2055,88850,5061.605819496526,False
k,14357,2028,2055,24911,5043.61,False
k,17845,2027,2062,34913,6257.17,False
m,10814,2028,2049,22470,4185.61,False
k,14357,2024,2057,17737,6106.57839147891,False
k,9575,2024,2054,14802,4889.78,False
m,8230,2028,2058,44854,5533.26,False
m,9482,2025,2062,20749,6257.17,False
m,19802,2029,2062,6949,8892.193363012653,True
m,8191,2027,2060,13412,5884.61,False
k,5757,2032,2063,21023,6451.77,False
k,7499,2024,2062,21953,6257.17,False
m,5950,2026,2063,37290,6451.77,False
m,14343,2027,2056,30232,5755.3411058457295,False
m,9841,2028,2062,86433,6257.17,False
m,8174,2026,2063,1620,6451.77,False
m,14593,2032,2063,20261,6451.77,False
m,10975,2025,2062,80009,6431.575315976134,False
m,14304,2031,2062,4756,6257.17,False
k,17180,2024,2063,17894,6451.77,False
k,6409,2024,2058,27209,5533.26,False
m,9138,2030,2062,16399,6257.17,False
k,9235,2024,2049,12045,4185.61,False
k,21646,2024,2057,72268,5365.22,False
m,26535,2027,2059,41768,11590.806968147996,True
m,9997,2028,2061,69473,6068.21,False
m,15209,2025,2053,6973,6043.424110877169,False
k,8701,2026,2057,49019,5365.22,False
m,6343,2030,2062,12577,6257.17,False
k,6558,2024,2063,4134,6451.77,False
m,11161,2034,2062,23924,6257.17,False
k,7613,2033,2063,38991,6451.77,False
k,6110,2025,2063,80530,6451.77,False
k,9022,2031,2061,20670,6068.21,False
m,31774,2025,2060,8745,16039.4053583778,True
m,18046,2027,2052,47848,5997.161745284564,False
m,15083,2025,2058,92907,7137.799432393008,True
k,15211,2037,2059,48143,5706.34,False
m,17176,2025,2063,29897,10037.978255570511,True
m,11834,2025,2054,9480,4918.540887549104,False
k,6692,2027,2055,24634,5043.61,False
m,13527,2026,2055,45968,5515.001198728666,False
k,7663,2026,2052,82552,4595.52,False
m,9554,2032,2062,11965,6257.17,False
k,10088,2026,2059,29922,5706.34,False
k,11314,2025,2056,76453,5202.08,False
m,4966,2029,2052,69585,4595.52,False
m,16248,2032,2049,28644,4185.61,False
k,13905,2031,2059,41970,5706.34,False
k,5258,2026,2055,51467,5043.61,False
k,9480,2026,2047,37628,3932.04,False
m,11622,2028,2062,28605,6257.17,False
m,12826,2030,2063,13119,6451.77,False
m,36502,2031,2060,23526,13074.627309040796,True
m,6243,2028,2046,37069,3810.78,False
k,7167,2029,2062,46402,6257.17,False
k,35821,2028,2063,9812,14842.13406617504,True
m,16376,2024,2056,27848,7596.774687987344,True
k,36616,2031,2056,6236,5394.5425621868835,False
m,11771,2027,2046,27967,3810.78,False
k,19800,2024,2063,37601,6451.77,False
m,26654,2028,2053,48063,8319.568320756873,True
k,10339,2031,2063,63882,6451.77,False
m,21134,2026,2051,45174,7156.039502341136,True
m,15271,2028,2058,37530,6326.422163413974,False
m,8352,2024,2060,67041,5884.61,False
k,14715,2028,2061,44016,6068.21,False
m,7753,2027,2061,70263,6068.21,False
k,16490,2025,2054,28849,5754.4232154288275,False
k,8623,2025,2058,21148,5533.26,False
m,8597,2031,2062,15322,6257.17,False
m,24186,2028,2062,82278,11989.895230017553,True
m,6225,2029,2057,93922,5365.22,False
k,12807,2027,2063,50222,6451.77,False
k,16262,2024,2061,38629,8179.477736151894,True
m,8813,2028,2057,20011,5365.22,False
m,11851,2026,2063,44697,6546.621326496344,False
m,7500,2029,2053,7077,4740.46,False
m,7089,2027,2063,87063,6451.77,False
m,4865,2027,2059,19893,5706.34,False
k,17855,2024,2047,53339,3932.04,False
k,7357,2024,2040,76723,3154.78,False
k,15374,2028,2048,6925,4056.92,False
k,9223,2029,2054,12859,4889.78,False
m,19698,2028,2060,17633,8544.187901017796,True
m,10161,2024,2057,7009,5365.22,False
m,9001,2024,2059,39347,5706.34,False
m,21345,2028,2062,17862,10119.97877421034,True
m,11188,2027,2063,6589,6451.77,False
m,14016,2026,2059,23694,6522.426935450469,False
m,28804,2030,2057,36043,9678.833328073939,True
k,9599,2024,2063,3563,6451.77,False
k,7372,2024,2058,28497,5533.26,False
m,8046,2027,2058,37419,5533.26,False
k,8061,2025,2062,15926,6257.17,False
k,7366,2029,2052,41009,4595.52,False
m,20254,2024,2043,45267,5025.213768981869,False
k,16204,2032,2063,6857,6451.77,False
k,8873,2026,2061,4553,6068.21,False
k,14620,2030,2061,8656,6068.21,False
m,13650,2025,2062,62916,7999.180233537517,True
k,5921,2024,2056,3442,5202.08,False
m,23585,2028,2060,88443,10696.764519779963,True
m,17352,2025,2062,12035,10168.628235336486,True
k,5004,2025,2061,39589,6068.21,False
k,20390,2024,2058,3222,9046.244177670453,True
m,10693,2029,2062,45396,6257.17,False
m,28074,2024,2052,50374,10370.921109878376,True
m,16586,2029,2052,6641,4619.349678198702,False
k,12140,2024,2046,9513,3810.78,False
k,5082,2031,2063,64124,6451.77,False
k,7873,2031,2060,21693,5884.61,False
m,7607,2025,2048,780,4056.92,False
k,19229,2024,2061,5612,9671.822493448828,True
k,7677,2026,2059,61055,5706.34,False
k,29846,2024,2054,8533,10388.891806851427,True
m,4775,2031,2053,71980,4740.46,False
k,11845,2024,2058,5867,5533.26,False
k,34112,2024,2047,18512,4563.411082731086,False
m,14071,2025,2058,19838,6962.568317465543,True
m,8818,2025,2043,8328,3468.11,False
m,5925,2026,2036,32785,2776.31,False
k,10249,2035,2051,6605,4454.84,False
m,5646,2024,2061,18754,6068.21,False
m,15735,2024,2054,26612,7002.82236686218,True
m,6346,2026,2062,87912,6257.17,False
m,20363,2026,2054,9295,7933.522938136811,True
k,6758,2028,2061,17045,6068.21,False
m,21161,2028,2059,34529,9174.596555567028,True
m,6344,2030,2059,40092,5706.34,False
k,5420,2024,2055,17697,5043.61,False
k,6243,2026,2045,53117,3693.12,False
k,19491,2030,2063,44192,6451.77,False
k,10496,2027,2056,46066,5202.08,False
m,5867,2027,2060,8191,5884.61,False
m,6261,2027,2052,19263,4595.52,False
k,5071,2030,2063,18453,6451.77,False
k,17800,2029,2058,19957,5533.26,False
k,5413,2027,2055,9286,5043.61,False
m,18808,2024,2063,9055,11672.335226312294,True
k,16355,2029,2060,19303,5884.61,False
k,8429,2028,2058,30681,5533.26,False
k,5300,2031,2060,21869,5884.61,False
m,17806,2025,2056,2511,8084.286216231937,True
k,11794,2027,2062,77473,6257.17,False
m,8814,2030,2063,37134,6451.77,False
m,11124,2029,2059,14767,5706.34,False
m,5838,2025,2055,36275,5043.61,False
k,9006,2025,2063,12278,6451.77,False
m,11522,2027,2056,615,5202.08,False
k,7730,2030,2063,28898,6451.77,False
m,10420,2030,2061,32586,6068.21,False
m,10800,2027,2058,10146,5533.26,False
m,6099,2027,2063,44159,6451.77,False
m,16156,2025,2059,3345,8342.675946223131,True
k,8679,2028,2053,25633,4740.46,False
k,21768,2024,2060,13562,5980.810235040558,False
k,6018,2027,2053,44672,4740.46,False
k,5689,2025,2053,105906,4740.46,False
m,4625,2024,2063,15039,6451.77,False
k,11429,2025,2059,7364,5706.34,False
k,11067,2024,2058,41671,5533.26,False
k,8249,2027,2062,15912,6257.17,False
m,9076,2026,2056,28925,5202.08,False
m,13360,2028,2050,5690,4318.21,False
m,6426,2025,2059,9844,5706.34,False
k,6382,2025,2060,22924,5884.61,False
k,19078,2029,2063,43464,6451.77,False
k,10069,2027,2059,15347,5706.34,False
m,13711,2030,2062,80964,6257.17,False
m,9651,2026,2057,3327,5365.22,False
m,15850,2024,2056,50662,7352.764948986284,True
m,5479,2026,2063,9613,6451.77,False
k,7323,2026,2061,17061,6068.21,False
k,12147,2025,2047,25076,3932.04,False
m,13161,2026,2062,9798,6967.275031838836,True
m,16973,2026,2054,73112,6324.337447937196,False
m,6430,2028,2060,45368,5884.61,False
m,7423,2026,2059,6707,5706.34,False
m,6098,2026,2060,12646,5884.61,False
m,8441,2029,2057,46165,5365.22,False
m,12009,2029,2058,34455,5533.26,False
k,15843,2029,2059,29716,5706.34,False
k,22073,2033,2054,59712,4889.78,False
m,16812,2035,2050,1041,4318.21,False
k,5445,2024,2061,8271,6068.21,False
k,10272,2027,2051,17708,4454.84,False
m,8909,2027,2055,542,5043.61,False
k,18095,2029,2062,66521,7154.721083939839,True
m,17923,2036,2056,91062,5202.08,False
m,20236,2030,2058,39393,7136.983554677376,True
k,12959,2024,2055,35426,5043.61,False
m,13413,2027,2052,4444,4595.52,False
k,41054,2028,2063,15250,16287.632897014671,True
m,10661,2028,2055,56993,5043.61,False
m,5088,2030,2059,51116,5706.34,False
k,11228,2026,2051,5493,4454.84,False
m,24737,2028,2061,39700,11219.376138846817,True
k,6242,2027,2063,10146,6451.77,False
m,30167,2031,2063,35090,12731.135495757171,True
m,6660,2027,2051,25076,4454.84,False
m,14133,2025,2062,58135,8282.228149493454,True
k,9341,2026,2041,32035,3256.3,False
m,13503,2026,2063,54765,7799.385516109442,True
m,4676,2029,2063,19124,6451.77,False
k,16046,2030,2052,43828,4595.52,False
m,19933,2027,2045,24389,4521.4353956255545,False
k,7038,2030,2056,78929,5202.08,False
m,6899,2024,2056,9722,5202.08,False
m,8708,2024,2058,40762,5533.26,False
k,20281,2024,2063,21426,11087.980531040826,True
k,46625,2026,2058,29862,8513.519533359913,True
m,14679,2026,2057,17681,6544.212480606067,False
k,23417,2026,2060,99801,10009.010115841093,True
m,27871,2027,2063,776,15079.329244945046,True
k,9476,2026,2063,36275,6451.77,False
m,9341,2029,2053,96820,4740.46,False
k,19071,2030,2058,47721,5533.26,False
k,15575,2024,2062,70836,6257.17,False
k,12504,2028,2052,101404,4595.52,False
m,29034,2027,2057,2522,11447.561894897315,True
m,6387,2034,2063,5368,6451.77,False
k,11227,2029,2063,7527,6451.77,False
k,24688,2032,2062,110709,6257.17,False
k,12434,2026,2061,97350,6068.21,False
m,13680,2036,2063,50063,6451.77,False
k,10536,2034,2056,40676,5202.08,False
m,8419,2027,2060,48166,5884.61,False
m,17800,2025,2060,13543,9589.619662111516,True
k,19605,2028,2060,25695,5884.61,False
k,14547,2027,2062,73307,6413.8962219682335,False
k,7647,2025,2060,4626,5884.61,False
m,24028,2025,2059,40820,12324.206718841771,True
m,6888,2028,2063,22189,6451.77,False
k,18829,2029,2062,34129,7444.942983669699,True
m,8308,2027,2054,26757,4889.78,False
m,41365,2035,2060,19833,11884.834208621127,True
k,12728,2025,2044,30531,3578.95,False
k,23682,2024,2063,100924,12784.29129544566,True
k,7822,2029,2046,7606,3810.78,False
k,30836,2028,2062,68279,12638.525989066644,True
m,11095,2028,2054,2782,4889.78,False
k,10151,2028,2061,42319,6068.21,False
m,18243,2036,2062,29206,6257.17,False
m,15654,2024,2050,10811,5575.4411625153025,False
k,5294,2033,2062,13423,6257.17,False
k,20431,2026,2048,8459,4976.348030656288,False
k,14939,2024,2060,10732,7208.579707946602,True
m,7678,2027,2050,8276,4318.21,False
k,4825,2032,2057,49562,5365.22,False
k,7840,2025,2060,4108,5884.61,False
m,7636,2024,2055,10909,5043.61,False
m,8750,2029,2052,22700,4595.52,False
m,21288,2027,2057,69209,8547.447006610622,True
k,14072,2027,2059,29463,5706.34,False
k,36065,2025,2058,1323,7669.9916788296905,True
k,12787,2024,2057,8496,5438.797652144656,False
m,7130,2028,2060,63508,5884.61,False
k,7627,2025,2052,21552,4595.52,False
m,7775,2024,2054,47038,4889.78,False
k,5756,2028,2061,1213,6068.21,False
m,27292,2024,2052,9982,10166.801366728261,True
m,13650,2027,2054,869,4990.6357334304075,False
m,20863,2026,2055,25449,8134.914299410977,True
m,7002,2024,2060,25252,5884.61,False
m,27746,2026,2062,55331,15079.907504819972,True
k,5151,2029,2058,4452,5533.26,False
k,7695,2024,2059,14786,5706.34,False
k,12516,2025,2061,3535,6068.21,False
k,20883,2030,2062,56641,7820.837894421448,True
k,20246,2024,2060,27191,9769.389167085274,True
k,5597,2024,2060,3770,5884.61,False
k,6339,2031,2057,36391,5365.22,False
k,6787,2029,2059,68788,5706.34,False
k,11838,2024,2052,73517,4595.52,False
m,27248,2024,2057,6139,13221.752970336762,True
m,16638,2026,2050,37883,5129.511802255467,False
k,13673,2025,2059,23653,5706.34,False
m,14215,2024,2056,31670,6594.2936119772885,False
m,5055,2029,2061,94742,6068.21,False
m,15550,2025,2057,39783,7370.990898452914,True
m,6795,2026,2056,6213,5202.08,False
m,8130,2026,2051,7889,4454.84,False
k,6322,2037,2063,520,6451.77,False
k,11764,2037,2062,20431,6257.17,False
k,14897,2033,2055,87889,5043.61,False
k,9732,2030,2061,134228,6068.21,False
m,20653,2027,2058,10742,9069.024315345894,True
k,27754,2024,2059,45314,7015.512142800615,True
k,8054,2025,2053,53957,4740.46,False
k,16870,2026,2057,20488,5365.22,False
k,6277,2029,2062,42316,6257.17,False
m,6996,2024,2063,65787,6451.77,False
k,12886,2033,2062,1712,6257.17,False
m,6862,2026,2062,5825,6257.17,False
k,15305,2028,2054,71886,4889.78,False
k,7771,2024,2061,104974,6068.21,False
k,6823,2024,2063,60305,6451.77,False
k,30078,2027,2061,24927,7084.104932159914,True
m,18666,2025,2061,4083,10488.688229057308,True
k,20509,2025,2051,140661,4454.84,False
m,12773,2026,2056,42042,5210.93995371226,False
m,19584,2024,2063,27382,12708.211479842685,True
m,6248,2029,2045,9906,3693.12,False
k,13822,2032,2062,13616,6257.17,False
k,8794,2025,2039,2871,3056.07,False
k,25533,2027,2042,33758,3360.7,False
m,31638,2024,2063,33090,18129.156286893667,True
m,9827,2026,2057,2735,5365.22,False
m,14270,2028,2058,80,5653.882359964392,False
m,13360,2025,2051,73797,4634.37524204757,False
m,9013,2027,2058,1082,5533.26,False
m,45545,2025,2059,8368,19000.47670449824,True
k,12771,2024,2047,14770,3932.04,False
k,21319,2030,2061,36455,6068.21,False
k,37467,2024,2062,79094,17037.58343751568,True
k,18460,2034,2059,62160,5706.34,False
k,21809,2024,2054,52033,4889.78,False
m,21401,2027,2062,47254,10716.384264322784,True
m,17116,2028,2063,54678,8867.286820430743,True
k,10566,2024,2050,490,4318.21,False
m,22167,2024,2058,24559,11631.578939072746,True
