plec,wynagrodzenie_brutto,rok_rozpoczecia,rok_zakonczenia,suma_wplaconych_skladek,emerytura_nominalna
m,6346,2030,2048,88007,4056.92
k,10415,2031,2063,112858,6451.77
m,24551,2024,2049,40270,8523.361972474087
m,6429,2030,2058,6601,5533.26
m,10933,2027,2063,206,6451.77
m,12484,2025,2057,518,5917.649541883353
k,7248,2032,2052,12647,4595.52
m,14656,2026,2063,5432,8465.362817455372
k,14400,2024,2062,2123,7551.675191171536
k,20286,2025,2062,377,10010.957869599659
m,28551,2027,2056,44735,11280.684010154653
k,6468,2028,2060,58400,5884.61
m,6572,2024,2059,25948,5706.34
m,11797,2024,2056,9902,5722.171801148108
k,17473,2024,2054,8448,6529.054030130873
m,8924,2029,2042,33036,3360.7
k,8126,2031,2057,19453,5365.22
m,14178,2029,2063,35139,6962.518835127004
k,10723,2029,2050,64672,4318.21
m,9489,2034,2061,88304,6068.21
m,8681,2026,2059,17989,5706.34
k,17685,2024,2051,11105,5785.686905692078
k,18618,2024,2062,16756,9763.68671591886
k,18662,2033,2063,57643,6451.77
m,13434,2025,2052,129225,5102.673718561429
m,11068,2024,2062,19293,6892.60798308092
m,6438,2029,2062,43720,6257.17
m,7847,2028,2055,64479,5043.61
k,18803,2024,2063,12474,10279.931853713366
k,8778,2029,2061,1281,6068.21
k,23391,2024,2063,55321,12650.242826817204
m,7523,2024,2062,18749,6257.17
m,6359,2025,2041,11558,3256.3
m,6851,2024,2061,101072,6068.21
m,10847,2024,2061,40854,6482.023737952646
k,8151,2029,2057,13943,5365.22
m,10748,2027,2063,23555,6451.77
m,24904,2039,2063,26118,7017.129971454351
k,6726,2026,2052,30639,4595.52
k,7901,2028,2062,7443,6257.17
m,16605,2024,2056,26993,8054.307261004012
m,11208,2024,2060,9725,6426.731164396102
k,12773,2028,2058,34946,5533.26
m,6864,2026,2053,13183,4740.46
m,5821,2031,2057,23340,5365.22
k,17530,2025,2052,21414,5587.749579114838
k,24350,2024,2052,6694,8170.413904574719
k,44655,2029,2061,68379,15069.543076902379
k,8760,2029,2061,28941,6068.21
k,15404,2024,2058,3176,6834.151314999296
m,46549,2027,2061,1610,19674.688206835952
m,21916,2025,2059,5534,11317.039244703275
k,5051,2024,2059,23533,5706.34
k,4840,2030,2060,36448,5884.61
k,5730,2035,2061,77239,6068.21
m,4525,2030,2056,21509,5202.08
m,11839,2024,2059,32586,6512.3614293601395
m,15316,2024,2061,62651,9152.639031113004
m,6216,2028,2056,8029,5202.08
m,8079,2027,2059,36180,5706.34
m,10811,2025,2057,36428,5365.22
m,17670,2032,2062,4678,7045.884174329861
m,12574,2026,2049,28909,4185.61
k,8574,2024,2060,19283,5884.61
k,21048,2026,2046,65648,4589.751679634559
k,12536,2035,2063,8291,6451.77
k,5648,2032,2061,113625,6068.21
m,6388,2025,2061,13136,6068.21
m,21167,2025,2063,5891,12934.553041772264
m,11643,2026,2063,15962,6725.042254614698
k,8792,2028,2062,45627,6257.17
m,22240,2027,2052,38850,7390.938557859288
m,23880,2026,2056,11988,10171.355881398365
m,14979,2026,2046,39339,3900.278620573613
k,29847,2030,2061,17157,10647.760298911995
k,22296,2025,2054,85307,7772.231950554233
k,21995,2025,2062,11792,10852.202629769348
m,5060,2025,2059,68634,5706.34
m,4779,2025,2053,47921,4740.46
k,14165,2026,2059,17546,5798.964515990408
m,15183,2029,2044,10423,3578.95
k,13183,2025,2056,42505,5202.08
k,4505,2024,2056,73025,5202.08
m,34888,2025,2056,31245,14298.988523321317
k,4825,2026,2062,16428,6257.17
k,6263,2026,2062,1242,6257.17
m,8557,2026,2057,18628,5365.22
m,8874,2024,2052,13470,4595.52
m,19268,2026,2059,16051,9375.397040096152
k,7312,2027,2062,11416,6257.17
m,14256,2032,2063,50297,6451.77
k,6447,2024,2062,394,6257.17
k,18827,2031,2059,35841,5784.324830768658
m,9950,2031,2059,15334,5706.34
m,11473,2026,2061,74244,6084.8235365588935
m,11405,2027,2060,16480,5884.61
k,34393,2025,2044,79141,6358.511943081199
m,6744,2024,2062,3434,6257.17
m,14571,2024,2056,19389,7067.7091900084015
k,14730,2027,2059,57344,5706.34
m,17945,2024,2059,39891,9871.131501804859
m,11572,2025,2052,25260,4595.52
m,27499,2025,2061,9232,15031.697748792036
k,9910,2027,2057,21243,5365.22
m,8541,2030,2056,136793,5202.08
k,11939,2024,2060,642,5884.61
m,4917,2027,2048,17171,4056.92
k,11132,2027,2049,26635,4185.61
m,4878,2031,2055,34009,5043.61
k,8992,2025,2062,4979,6257.17
m,5585,2024,2057,19968,5365.22
k,20949,2029,2062,69675,8283.186072807726
m,17347,2029,2056,16192,6168.661809573439
m,17633,2025,2063,49805,10775.025926469048
m,6423,2029,2060,2630,5884.61
k,11916,2025,2055,12478,5043.61
k,11314,2024,2054,12536,4889.78
k,11045,2024,2063,981,6451.77
m,14596,2026,2052,77298,5183.245080508309
k,23398,2024,2057,37373,9835.50221500121
m,22658,2028,2057,20765,8964.914442172985
m,7588,2030,2051,71777,4454.84
m,4927,2026,2055,43922,5043.61
m,21411,2024,2055,7822,9919.152833209937
m,8444,2030,2062,21695,6257.17
k,14596,2025,2060,74332,6617.308801238378
k,9063,2033,2057,9728,5365.22
m,19432,2028,2063,40641,10067.13703520742
m,10939,2024,2055,39889,5082.513866300029
m,9348,2028,2063,8702,6451.77
m,6002,2026,2058,14661,5533.26
m,8710,2024,2062,4231,6257.17
k,8600,2027,2063,141227,6451.77
k,4704,2024,2061,8946,6068.21
k,17710,2025,2055,9009,6463.374786052003
k,10435,2027,2056,19183,5202.08
k,15523,2024,2059,9356,7184.22579879985
k,5910,2024,2059,43595,5706.34
m,16258,2029,2058,31699,6355.288124440921
k,10959,2027,2062,11231,6257.17
k,11103,2031,2060,35828,5884.61
k,14649,2025,2060,24556,6641.337121769041
m,18252,2026,2062,7203,10103.048147871936
m,13316,2024,2063,29142,8640.8570294927
k,5448,2034,2061,32994,6068.21
k,6647,2026,2058,17939,5533.26
k,7703,2024,2060,3632,5884.61
m,20509,2026,2057,12881,9143.351302183384
k,12289,2025,2063,58427,6451.77
k,13012,2032,2063,4268,6451.77
m,5089,2025,2056,3801,5202.08
m,15003,2027,2059,1314,6887.910736940655
k,19424,2025,2060,35293,8806.152792220762
m,19112,2027,2063,33310,10449.486470059175
m,5043,2026,2062,9038,6257.17
m,6954,2026,2063,24751,6451.77
m,6530,2027,2059,6084,5706.34
m,11852,2029,2062,47387,6257.17
k,9967,2025,2056,44732,5202.08
k,11119,2029,2060,18040,5884.61
m,10250,2031,2063,23389,6451.77
k,7763,2029,2059,6868,5706.34
k,15105,2025,2052,3521,4814.77224144493
m,9659,2032,2059,55255,5706.34
m,19712,2029,2061,21669,8846.407703939629
m,14121,2024,2062,73732,8793.866762656824
m,15583,2026,2060,68283,7917.442437911206
k,5272,2028,2059,44773,5706.34
m,4838,2025,2053,63496,4740.46
k,4731,2029,2062,19665,6257.17
m,13807,2026,2047,17930,3932.04
k,9392,2032,2061,11034,6068.21
m,11699,2025,2058,4103,5788.86267827655
m,5760,2026,2061,71725,6068.21
k,13525,2031,2055,48797,5043.61
m,31148,2031,2061,17924,12495.86666850227
m,18269,2025,2063,7507,11163.667478628879
m,13724,2024,2062,26986,8546.634618702807
m,10714,2031,2061,8992,6068.21
k,8795,2030,2056,27623,5202.08
k,29268,2028,2063,15225,12646.774108585194
m,11771,2028,2060,858,5884.61
k,5355,2025,2047,56231,3932.04
k,10462,2024,2059,55345,5706.34
k,11861,2025,2058,51287,5533.26
m,15422,2024,2059,23821,8483.287267809119
k,9159,2024,2062,36971,6257.17
m,4638,2030,2056,991,5202.08
m,16223,2025,2062,54186,9507.01105704609
m,6046,2025,2061,12892,6068.21
k,5114,2029,2063,25432,6451.77
m,15476,2026,2046,1201,4029.689026770629
k,6612,2028,2063,3828,6451.77
m,5215,2027,2049,169070,4185.61
k,5760,2031,2063,17665,6451.77
k,7138,2027,2052,10204,4595.52
k,10828,2027,2062,32915,6257.17
k,31754,2024,2060,56041,14088.1313431648
m,6646,2024,2058,7487,5533.26
k,20565,2027,2063,5698,9473.219097402654
m,8544,2024,2061,60243,6068.21
m,14399,2030,2053,17456,4740.46
k,8822,2024,2059,23813,5706.34
m,17380,2024,2059,7287,9560.338005091582
k,10179,2024,2052,13858,4595.52
k,7400,2025,2059,41544,5706.34
k,10491,2034,2062,38385,6257.17
m,13333,2028,2059,26111,5780.676521684946
m,28682,2027,2063,5718,15456.870123372277
m,19311,2032,2063,58352,8075.127796284963
m,15678,2025,2063,54601,9580.380903713587
m,7499,2032,2047,7748,3932.04
m,21383,2024,2062,104414,13282.172888510187
k,10006,2025,2053,86725,4740.46
m,5925,2027,2059,15781,5706.34
k,10267,2030,2062,23260,6257.17
k,8558,2024,2059,28849,5706.34
k,7155,2025,2060,49653,5884.61
m,4538,2033,2063,47002,6451.77
m,16173,2026,2047,56045,4451.618383942999
k,9918,2025,2056,29746,5202.08
m,11990,2033,2050,22394,4318.21
m,12599,2024,2058,6621,6647.023130485149
m,23897,2024,2052,51673,9585.47698819873
k,6993,2029,2062,23662,6257.17
m,7263,2025,2062,6884,6257.17
k,8802,2024,2057,24434,5365.22
m,28099,2026,2056,6171,11718.57690094409
k,26547,2024,2054,38554,9555.735726200794
m,9560,2028,2063,9439,6451.77
k,4859,2025,2061,20310,6068.21
k,19194,2026,2063,1309,9340.61920261166
k,14993,2025,2061,23407,7091.026311496984
m,14611,2028,2055,33004,5262.574177711915
m,11556,2024,2057,19919,5846.144439146474
k,7197,2026,2054,27899,4889.78
m,10026,2032,2058,22033,5533.26
k,23467,2025,2061,8986,11053.141677537675
m,4890,2031,2059,27901,5706.34
m,6875,2032,2047,1661,3932.04
m,5042,2027,2055,40395,5043.61
k,7251,2026,2060,101471,5884.61
m,24125,2035,2062,16682,8134.832043670171
m,19185,2030,2057,27418,6741.436388809105
m,6600,2025,2057,117612,5365.22
m,45612,2026,2054,70141,14424.400225288751
k,5857,2025,2063,87989,6451.77
k,19232,2031,2059,33363,5908.755252846591
k,10758,2024,2054,46122,4889.78
k,6664,2024,2048,19357,4056.92
k,5436,2024,2041,52404,3256.3
k,13161,2028,2063,30948,6451.77
k,14453,2026,2063,42527,7033.446354868522
k,5898,2028,2060,47184,5884.61
k,12756,2024,2044,59445,3578.95
m,5301,2027,2059,40810,5706.34
m,8917,2028,2063,65336,6451.77
k,12370,2027,2057,25978,5365.22
m,5224,2025,2055,7148,5043.61
k,10948,2026,2059,7934,5706.34
m,12178,2030,2042,16465,3360.7
k,7351,2024,2044,7116,3578.95
m,7500,2027,2062,21821,6257.17
m,7491,2036,2056,54784,5202.08
m,10281,2027,2062,64865,6257.17
m,27128,2027,2058,91291,11822.564925843339
m,21232,2024,2059,30170,11653.030364648072
m,5004,2024,2057,1990,5365.22
m,8384,2024,2057,92314,5365.22
k,11453,2027,2055,15585,5043.61
k,7824,2026,2063,12895,6451.77
m,11334,2029,2057,23615,5365.22
k,19512,2024,2048,9120,5529.2219120805885
m,5563,2024,2052,28358,4595.52
k,11352,2035,2062,102126,6257.17
k,5382,2027,2054,31343,4889.78
m,15156,2029,2059,7733,6206.760211236419
k,6718,2026,2062,41626,6257.17
m,10934,2024,2061,1971,6534.013787293651
k,5389,2024,2058,10576,5533.26
k,25215,2035,2059,20114,6112.476250203191
k,10847,2025,2053,40436,4740.46
m,11664,2032,2061,22997,6068.21
k,15732,2026,2063,107010,7655.862316113717
m,17835,2025,2057,2762,8454.123644624286
m,7072,2028,2061,3374,6068.21
k,17846,2027,2053,12008,5224.350426907654
m,18032,2029,2060,8720,7732.3642410664925
m,9271,2030,2061,97088,6068.21
m,38508,2031,2063,47679,16440.265314824872
m,12623,2025,2062,59870,7397.3371492999295
m,5265,2025,2058,99080,5533.26
k,8063,2024,2052,12937,4595.52
k,6642,2033,2060,14287,5884.61
m,15924,2029,2062,11088,7476.871346616819
m,7035,2028,2060,19164,5884.61
k,8400,2036,2063,46055,6451.77
k,16874,2024,2051,59,5520.366460087539
k,13710,2024,2063,44733,7495.498894559931
k,16094,2026,2061,48820,7184.319405931194
k,25431,2026,2063,52715,12300.498605618652
m,33046,2027,2056,86492,12622.865931074746
k,4773,2030,2047,63739,3932.04
k,6317,2027,2063,27199,6451.77
k,7387,2024,2059,41474,5706.34
k,11399,2043,2063,27159,6451.77
k,4552,2025,2059,11097,5706.34
m,4528,2031,2059,1114,5706.34
k,20717,2027,2061,19328,8740.772868657
m,18634,2026,2058,4194,8680.34752281902
k,38803,2025,2063,1056,17514.704359926585
k,5577,2031,2059,18385,5706.34
m,15040,2033,2057,14647,5365.22
k,11059,2028,2058,40030,5533.26
m,10639,2025,2063,13237,6501.190995956686
k,8802,2028,2058,55840,5533.26
k,11817,2028,2063,23510,6451.77
m,14190,2027,2063,17567,7758.382849002705
k,6049,2033,2053,67731,4740.46
k,4585,2035,2060,11878,5884.61
m,19319,2037,2054,72711,4889.78
m,12525,2026,2061,27014,6642.762555164312
k,25745,2027,2047,26309,5487.144610776258
k,4676,2024,2053,1703,4740.46
k,16049,2026,2038,45617,2960.16
m,5039,2026,2056,17932,5202.08
m,7172,2024,2061,16740,6068.21
m,11993,2024,2056,31214,5817.242215069024
k,5289,2027,2058,20666,5533.26
m,8349,2033,2053,90194,4740.46
k,9864,2026,2055,28524,5043.61
k,15280,2024,2053,14432,5466.056249483333
k,9597,2024,2052,18992,4595.52
m,12752,2025,2057,14149,6044.686555438687
m,12640,2026,2059,25474,6150.353881400004
m,9452,2025,2056,1910,5202.08
m,9336,2025,2062,7121,6257.17
k,16667,2030,2057,61668,5365.22
m,8068,2027,2057,5654,5365.22
k,6333,2029,2059,27259,5706.34
m,12750,2028,2051,42271,4454.84
k,9983,2033,2062,35473,6257.17
m,5552,2024,2059,192,5706.34
m,22413,2025,2053,104258,8893.421921620338
k,5705,2027,2045,17912,3693.12
k,23547,2034,2060,12400,6389.573777300144
m,10221,2024,2062,29013,6365.137892579522
m,11657,2024,2056,44305,5654.264362633169
k,11773,2026,2063,72446,6451.77
m,6531,2024,2063,26999,6451.77
k,25703,2027,2061,2369,10819.942941670075
m,24658,2037,2056,28171,5242.806211591412
k,10167,2035,2054,54850,4889.78
k,6134,2026,2059,36099,5706.34
m,6819,2024,2058,93906,5533.26
m,25817,2028,2050,41268,7243.596146073479
k,18293,2025,2058,32719,7611.835727262446
k,4558,2025,2047,39176,3932.04
m,13443,2024,2061,67240,8033.359003346311
k,11223,2024,2061,57412,6068.21
k,4902,2025,2063,16866,6451.77
k,7453,2027,2063,21859,6451.77
m,23332,2027,2063,48112,12756.771573849974
k,13237,2030,2058,76236,5533.26
m,6373,2025,2060,7502,5884.61
m,13859,2032,2063,57497,6451.77
k,4934,2026,2059,38163,5706.34
m,15199,2030,2060,1699,6161.71096237555
k,6771,2029,2057,7081,5365.22
m,23623,2024,2060,103772,13373.760899383307
k,8387,2030,2059,2801,5706.34
k,19435,2027,2046,5087,3920.4929883764935
k,9656,2027,2057,43534,5365.22
k,27561,2026,2043,12375,4889.668223190552
k,11017,2031,2062,52739,6257.17
k,4867,2024,2054,22552,4889.78
m,15656,2029,2063,19579,7688.33367772241
m,11197,2027,2062,14826,6257.17
k,22042,2028,2058,1597,7678.946754689471
k,8536,2034,2054,29589,4889.78
k,18883,2029,2063,12136,7812.723615558452
m,15359,2024,2058,38342,8103.153286857797
m,10723,2036,2061,77096,6068.21
m,14120,2026,2063,17719,8155.767124895597
k,11137,2035,2061,8813,6068.21
k,9952,2024,2061,43121,6068.21
k,24610,2025,2063,21787,12559.734802497313
k,18027,2028,2063,6581,7868.500812323612
k,19980,2028,2062,10073,8340.905585075347
k,4962,2031,2063,9098,6451.77
k,7435,2030,2058,2947,5533.26
k,27498,2025,2056,16998,10183.35991043227
m,6672,2026,2047,72349,3932.04
k,15107,2024,2063,56537,8259.263442751037
m,21179,2031,2063,18629,9345.62529847684
m,10032,2035,2063,72130,6451.77
m,13496,2024,2062,47505,8404.647392452127
m,7420,2024,2061,36586,6068.21
k,7280,2026,2062,11036,6257.17
m,13890,2029,2060,116324,5956.218905746091
m,10744,2029,2053,44360,4740.46
m,8233,2025,2055,39638,5043.61
k,14700,2024,2060,40652,7093.254013442335
m,5273,2035,2058,14684,5533.26
k,28764,2041,2062,1632,6257.17
k,19964,2029,2056,23172,5965.349563812037
k,12329,2030,2055,49225,5043.61
m,6678,2029,2048,71657,4056.92
m,13588,2024,2050,13226,5060.31256286197
m,14595,2025,2050,46912,5047.726139536009
m,14148,2024,2062,1266,8810.681039449664
k,10509,2025,2051,85794,4454.84
m,24240,2032,2062,13090,9665.66114237442
k,8243,2029,2035,39939,2688.3
m,22197,2028,2058,70174,9195.703802062733
m,7976,2024,2051,75730,4454.84
m,7584,2029,2057,81248,5365.22
k,13902,2024,2062,10123,7290.513090810189
k,5923,2024,2053,51598,4740.46
k,4999,2025,2057,27465,5365.22
k,19628,2025,2044,38292,4133.932718244895
m,13929,2032,2059,35961,5706.34
k,11624,2027,2049,91193,4185.61
k,5540,2026,2061,43810,6068.21
m,5710,2025,2061,27759,6068.21
k,10270,2024,2058,34214,5533.26
m,22327,2033,2054,23762,5547.7171667112925
m,27092,2028,2059,21845,11718.527740718613
m,17684,2024,2053,37387,7533.726660981726
k,5566,2029,2055,35909,5043.61
m,7605,2029,2060,6282,5884.61
k,17264,2029,2062,74797,6826.145608905079
k,15884,2024,2045,900,3853.586438853374
k,5549,2024,2061,94541,6068.21
m,23733,2024,2058,15607,12349.002756604785
m,5945,2024,2052,24868,4595.52
k,9456,2027,2058,16081,5533.26
k,18942,2030,2057,44554,5596.141637922757
k,8915,2025,2052,86603,4595.52
k,24756,2025,2060,63829,11112.311872454706
k,6960,2026,2059,36418,5706.34
k,23249,2027,2054,9364,7136.806479656567
k,28956,2026,2059,26758,11533.896497970796
k,21186,2029,2055,26729,6027.112391150584
m,4753,2024,2056,3168,5202.08
m,9579,2025,2063,49074,6451.77
m,9815,2025,2059,36574,5706.34
k,10819,2026,2056,20208,5202.08
m,19332,2036,2059,21155,5706.34
m,37475,2028,2055,96799,12519.64258272001
m,12530,2024,2061,35304,7487.762278652774
k,20324,2029,2062,37545,8036.062520585432
k,6039,2025,2048,40541,4056.92
m,11779,2029,2056,113274,5202.08
m,10212,2024,2054,9431,4889.78
m,7426,2024,2050,4745,4318.21
k,10681,2024,2058,28799,5533.26
m,4674,2030,2060,63327,5884.61
k,12690,2027,2043,114152,3468.11
m,18767,2027,2044,3151,3997.9283656581806
m,20266,2034,2062,22814,7231.608188582323
k,11601,2025,2060,18460,5884.61
k,5878,2025,2062,4598,6257.17
m,15908,2027,2057,16616,6678.593874754035
m,5497,2025,2052,12761,4595.52
m,8071,2029,2063,93639,6451.77
m,13022,2025,2063,43350,7957.374673310266
m,7913,2025,2060,5549,5884.61
k,13329,2032,2056,18095,5202.08
k,5556,2027,2061,81779,6068.21
m,10206,2025,2059,18524,5706.34
k,33590,2030,2056,19204,9280.002820902464
k,5592,2027,2058,24760,5533.26
k,29785,2030,2048,19985,5377.057519445659
m,42843,2033,2060,31863,14087.547867431409
k,10002,2026,2063,17718,6451.77
m,13344,2028,2058,23357,5533.26
k,8877,2025,2052,41790,4595.52
m,12131,2025,2059,95133,6264.236314906707
m,4778,2036,2062,10682,6257.17
m,5508,2033,2059,35281,5706.34
k,7025,2024,2047,6797,3932.04
k,9105,2028,2051,1613,4454.84
m,15892,2026,2051,83178,5381.081658522063
k,17019,2027,2063,6820,7839.76250030128
k,21693,2027,2048,10312,4910.079687152537
m,23586,2025,2061,1756,13191.778871944998
k,16499,2030,2059,79911,5706.34
k,8128,2024,2062,40987,6257.17
k,33722,2025,2054,31153,10721.020562339758
k,7493,2024,2053,39859,4740.46
m,5164,2025,2056,7001,5202.08
m,18322,2026,2061,1757,9717.261120616406
m,7383,2024,2057,32077,5365.22
m,5417,2033,2061,15866,6068.21
m,5639,2024,2060,35868,5884.61
k,8097,2024,2060,816,5884.61
k,11919,2030,2063,36293,6451.77
m,9421,2031,2050,15396,4318.21
k,19034,2032,2057,35623,5365.22
k,7284,2024,2053,24481,4740.46
m,12802,2027,2063,8817,6999.493814864875
m,7301,2025,2058,63057,5533.26
k,7655,2029,2061,78284,6068.21
k,5174,2035,2060,6500,5884.61
k,6480,2025,2054,32717,4889.78
m,6505,2026,2058,75482,5533.26
m,5068,2027,2058,42337,5533.26
k,9611,2024,2062,42179,6257.17
m,7435,2037,2063,57963,6451.77
m,20655,2024,2059,72367,11355.077652282964
k,17371,2025,2062,8862,8572.431684551704
m,10561,2036,2045,19955,3693.12
m,29017,2028,2062,34649,14255.745752261217
m,14279,2028,2057,77854,5649.660752042901
m,10468,2028,2063,1252,6451.77
m,15293,2025,2049,89903,5033.896385949822
m,12701,2024,2058,8420,6700.836636264134
m,5138,2024,2050,41250,4318.21
k,4579,2029,2055,9008,5043.61
k,20901,2027,2060,122975,8439.326529037267
m,18425,2026,2059,6152,8965.211255126193
m,9000,2025,2061,48641,6068.21
m,5731,2026,2053,57262,4740.46
m,18780,2026,2060,25715,9541.780721553783
k,4679,2024,2050,31332,4318.21
k,19481,2026,2058,14006,7631.365145642836
k,5064,2030,2050,24229,4318.21
k,5642,2024,2063,45429,6451.77
k,10491,2027,2055,991,5043.61
m,7153,2027,2053,50209,4740.46
m,7664,2024,2060,74050,5884.61
m,13386,2026,2055,13433,5457.515047400157
m,16225,2026,2060,20517,8243.631107945163
k,23133,2033,2063,23168,7719.9307397815
k,20862,2028,2059,29859,7610.051061948697
m,4871,2025,2045,6088,3693.12
k,11805,2043,2063,43853,6451.77
k,19051,2027,2056,54917,6423.483325742995
k,13448,2025,2061,2873,6360.309600280898
m,11541,2027,2056,56387,5202.08
k,10914,2024,2061,34082,6068.21
m,9350,2025,2062,8934,6257.17
m,26416,2030,2063,20929,12297.31176884538
m,5145,2024,2055,61368,5043.61
k,11251,2026,2055,46934,5043.61
m,6004,2027,2058,23779,5533.26
m,15867,2024,2049,24612,5633.29695994629
m,38036,2025,2063,51552,20535.72028484436
k,14094,2024,2063,119424,7705.438469724843
k,8743,2028,2063,3192,6451.77
k,7057,2029,2057,94325,5365.22
k,12759,2024,2055,55968,5043.61
k,28483,2024,2062,19922,14207.194496192144
m,13919,2024,2047,54423,4475.142556054916
m,9414,2025,2061,30469,6068.21
k,16038,2029,2062,27841,6341.388048865831
k,8944,2026,2063,47152,6451.77
m,5308,2025,2061,23289,6068.21
k,11875,2024,2047,23604,3932.04
k,5747,2025,2059,10673,5706.34
m,13447,2025,2057,78201,6374.129557009405
m,17149,2027,2060,3828,8228.36141784984
k,11214,2025,2061,45182,6068.21
k,11940,2024,2055,80932,5043.61
k,18014,2024,2062,41784,9446.935895400273
k,5091,2025,2058,2126,5533.26
k,8529,2025,2049,58066,4185.61
k,47216,2030,2049,31098,7746.099827621887
m,16594,2024,2063,19112,10767.976986137128
k,5411,2025,2048,55530,4056.92
m,7027,2027,2056,75117,5202.08
k,17058,2024,2055,48570,6658.2549230688755
m,14121,2027,2062,3275,7393.457166674638
m,8094,2027,2063,17902,6451.77
k,8056,2024,2057,51898,5365.22
k,10342,2024,2061,52397,6068.21
k,16023,2030,2052,3716,4595.52
k,37732,2027,2060,16432,13964.723785287832
m,11490,2026,2056,15998,5202.08
m,4827,2030,2061,56446,6068.21
k,8499,2025,2060,21275,5884.61
k,30556,2024,2059,12982,13149.256091570218
m,11702,2029,2060,44192,5884.61
k,12358,2026,2062,30454,6257.17
k,8286,2024,2059,2215,5706.34
k,22220,2026,2060,29989,9500.447560957577
k,33128,2025,2056,16448,11626.393982645499
